"URL","authors","content","description","errorInfo","modified_time","original_tags","published_time","publishing_date_text","thumbnail","title","update_time"
"http://piaui.folha.uol.com.br/lupa/2015/11/25/violencia-contra-a-mulher-promessa-x-realidade/","por Juliana Dal Piva","Ao comemorar o Dia Internacional da Mulher em 8 de março de 2013, o prefeito Eduardo Paes cumpria uma promessa de campanha feita em 2009: criava a Secretaria de Políticas para as Mulheres (SMP-Rio). Na ocasião, disse que um dos temas que mais o deixava angustiado, como homem, era a violência contra a mulher:

“Esse é um tema que eu gostaria de escolher como bandeira, que é fazer do Rio de Janeiro uma cidade exemplo da aplicação da Lei Maria da Penha”, disse Paes.

Na cerimônia, realizada no Palácio da Cidade, Paes e a secretária da pasta, Ana Rocha, anunciaram a criação de sete Casas da Mulher Carioca. Os novos espaços reuniriam equipes formadas por “assistentes sociais, advogados, pedagogos e psicólogos” para auxiliar mulheres em casos de violência doméstica e realização de projetos de capacitação profissional, entre outros.
Segundo o boletim que a secretaria emitiu naquele mês de março, a primeira casa seria “inaugurada ainda em 2013, na Zona Oeste, região que registra altos índices de violência contra a mulher”.
Ontem, a Lupa checou o andamento da promessa do prefeito. Procurou a SMP-Rio que, em nota, informou que “as casas ainda estão em processo de implantação”. Desde 2013, portanto, nenhuma foi inaugurada.
No último mês, o prefeito Eduardo Paes tem defendido publicamente a pré-candidatura de seu secretário de governo, Pedro Paulo Carvalho, à prefeitura do Rio. Pedro Paulo confessou ter agredido a ex-mulher Alexandra Marcondes em duas ocasiões.
Ao comentar o caso, em entrevista ao Globo, Paes disse: Esses aspectos da vida dele, das brigas que teve com a ex-mulher, do casamento malsucedido, são um problema dele.”","Ao comemorar o Dia Internacional da Mulher em 8 de março de 2013, o prefeito Eduardo Paes cumpria uma promessa …",,"2016-02-04T15:16:08-03:00","","2015-11-25T09:16:03-03:00","25.11.2015 |
									 9H11 |
									Cidades","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/11/PAES2-320x420.jpg","Paes descumpre promessa para mulheres","2016-02-04T15:16:08-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/11/26/a-casa-da-mulher-brasileira-em-marcha-lenta/","por Raphael Kapa","No dia 27 de agosto de 2013, a presidente Dilma Rousseff recebeu do Senado o “Relatório Final da CPMI sobre a Violência Contra a Mulher”. Em seu discurso, a presidente citou o programa federal “Casa da Mulher Brasileira”, que ela havia lançado em março daquele ano como uma das formas para enfrentar a violência de gênero. Em sua fala, Dilma disse que pretendia “construir 27 Casas Da Mulher, [uma] em cada uma das unidades da federação”. 


Quase todos os estados mostraram interesse no programa. Deles, 18 chegaram a assinar termos de adesão oficial. São eles: Alagoas, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Maranhão, Mato Grosso do Sul, Minas Gerais, Paraíba, Pernambuco, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Roraima, Santa Catarina, São Paulo e Sergipe. As casas seriam construídas entre 2013 e 2014.
Checagem feita pela agência Lupa junto à Secretaria de Políticas para Mulheres (SPM), do governo federal, revelou nesta quarta-feira (dia 25 de novembro) que, das 27 unidades que Dilma esperava construir, apenas duas foram efetivamente inauguradas: uma em Brasília e outra em Campos Grande (MS).
Segundo o último Censo, feito pelo IBGE em 2010, o Brasil tem 97 milhões de mulheres, o que corresponde a cerca de 51% da população. Em Brasília, são 1.341.280. Em Campo Grande, 27.903.
Ontem (25 de novembro) foi o Dia Internacional pela Eliminação da Violência contra a Mulher, uma iniciativa liderada pela ONU, com o uso da hashtag ‪#‎orangetheworld‬.","No dia 27 de agosto de 2013, a presidente Dilma Rousseff recebeu do Senado o “Relatório Final da CPMI sobre …",,"2016-02-04T15:17:33-03:00","","2015-11-26T09:35:24-03:00","26.11.2015 |
									 9H11 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/11/DilmaCasa-320x420.jpg","Dilma prometeu 27 Casas da Mulher mas só fez duas","2016-02-04T15:17:33-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/11/30/desmatamento-na-amazonia/","por Raphael Kapa, Juliana Dal Piva, Cristina Tardáguila","Na manhã desta segunda-feira, 30 de novembro, a presidente Dilma Rousseff discursou na Sessão de Abertura da 21ª Conferência das Partes da COP-21, em Paris. Em sua fala, Dilma destacou que “ao longo da última década, as taxas de desmatamento na Amazônia caíram cerca de 80%”.

A informação é VERDADEIRA, MAS. Entenda:

Segundo o Instituto Nacional de Pesquisas Espaciais (Inpe), o desmatamento na região conhecida como Amazônia Legal caiu 79%, entre 2004 e 2015.
Mas, segundo o Projeto de Monitoramento do Desmatamento na Amazônia Legal por Satélite (Prodes), vinculado ao Inpe, entre agosto de 2014 e julho de 2015, o desmatamento atingiu 5.831km², o que corresponde a um aumento de 16% no período.
Entre agosto do ano passado e julho deste ano, os estados do Amazonas, Rondônia, Mato Grosso e Tocantis, que estão na chamada Amazônia Legal, tiveram alta no total de quilômetros quadrados desmatados. No Amazonas, a alta foi de 54%. Em Rondônia, 41%. Em Mato Grosso, de 40%, e em Tocantis, 4%.","Na manhã desta segunda-feira, 30 de novembro, a presidente Dilma Rousseff discursou na Sessão de Abertura da 21ª Conferência das …",,"2016-02-04T15:21:15-03:00","","2015-11-30T14:02:52-03:00","30.11.2015 |
									 14H11 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/11/11-Presidenta-Dilma-Rousseff-durante-21-Conferência-das-Partes-da-Convenção-Quadro-das-Nações-Unidas-sobre-a-Mudança-do-Clima-–-COP21-30-11-2015-320x420.jpeg","Desmatamento: Dilma acerta dado mas ignora alta","2016-02-04T15:21:15-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/12/04/zika-o-que-acontece-com-quem-procura-ajuda/","por Raphael Kapa, Juliana Dal Piva","Numa epidemia, as informações oficiais precisam ser corretas, uniformes e circular com rapidez. Nos últimos três dias, a Lupa checou o que autoridades de 14 capitais afetadas pela epidemia de microcefalia vêm dizendo sobre zika, vírus causador dessa grave má-formação congênita.
Dois perfis – um masculino e um feminino – foram criados aqui no Facebook para realizar esse teste virtual. B. está grávida, teve zika e busca informações. P. é homem, tem sintomas de gripe, manchas vermelhas pelo corpo e precisa de orientação.

Cada um enviou uma única pergunta às redes sociais do Ministério da Saúde e de 14 prefeituras – as de Prefeitura do Recife, Prefeitura de João Pessoa, Prefeitura do Natal, Prefeitura de Aracaju, Prefeitura de Maceió, Prefeitura de Salvador, Prefeitura do Rio de Janeiro, Prefeitura de São Luís, Prefeitura de Palmas, Prefeitura Municipal de Goiânia, Prefeitura Municipal de Campo Grande, Prefeitura de Fortaleza, Pref. Municipal de Teresina e Governo de Brasília.
O monitoramento da Lupa foi feito entre às 17h30 do dia 1 e às 10h30 do dia 4 de dezembro. O balanço final deste trabalho integra a primeira série de checagens no modelo test-drive que a LUPA fará daqui em diante. Veja os resultados:
1) Das 14 cidades que receberam perguntas, duas não responderam nada: as de João Pessoa e Campo Grande.
2) Duas prefeituras responderam apenas à grávida: a do Rio de Janeiro e a de Aracaju. Fortaleza e Distrito Federal responderam apenas ao homem.
3) Das 12 prefeituras que responderam ambos, a maioria o fez em menos de uma hora.
4) Quatro prefeituras demoraram até dois dias para atender aos dois perfis. Foram elas as prefeituras de Salvador, Goiânia, Teresina e Aracaju.
5) Os dois perfis receberam o mesmo número de respostas (10). Isso evidencia que o grau de atenção não se diferencia em função do sexo de quem pede informação.
6) Não responderam à grávida Campo Grande, Distrito Federal, Fortaleza e João Pessoa.
7) Não atenderam ao homem as prefeituras de João Pessoa, Campo Grande, Aracaju e Rio de Janeiro.
8) O Ministério da Saúde também foi alvo de perguntas dos dois perfis. A pasta respondeu apenas à grávida, em 21 minutos.
9) Nenhuma das prefeituras indicou o uso de repelentes ou de roupas longas, conforme sugere oficialmente o Ministério da Saúde.","Numa epidemia, as informações oficiais precisam ser corretas, uniformes e circular com rapidez. Nos últimos três dias, a Lupa checou …",,"2016-02-04T15:24:30-03:00","","2015-12-04T15:34:57-03:00","04.12.2015 |
									 15H12 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/12/05-320x420.jpeg","Zika: O que acontece com quem procura ajuda","2016-02-04T15:24:30-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/12/07/zika-teste-de-fogo-para-unidades-basicas-de-saude/","por Juliana Dal Piva, Raphael Kapa","Nas 14 cidades que enfrentam epidemia de microcefalia (má-formação congênita ligada ao vírus zika), o principal encaminhamento dado pelas autoridades é indicar uma ida às unidades básicas de saúde.
Durante três dias, 12 prefeituras responderam a duas perguntas feitas nas redes sociais por dois perfis criados pela Lupa. B. é mulher, está grávida, teve zika e busca informações. P. é homem, apresenta sintomas de gripe, manchas vermelhas pelo corpo e precisa de orientação.

Veja as avaliações sobre o conteúdo das respostas oficiais dadas a P. e B.:
1- P. recebeu 10 respostas. Em todas, ele foi orientado a procurar uma unidade básica de saúde.
2- B., que também teve 10 respostas, recebeu instruções divergentes. Sete prefeituras mandaram que a grávida procurasse uma unidade básica de saúde. Duas, que buscasse um médico, e a de Salvador surpreendeu, indicando o Ministério da Saúde como fonte de informação.
3- A Lupa recorreu às secretarias municipais de saúde para saber se suas unidades básicas de atendimento tinham tido algum tipo de incremento de pessoal e/ou material. Cinco das 14 secretarias responderam, e somente duas informaram aumento de pessoal e/ou material. O Distrito Federal informou que deu posse a 628 concursados da Saúde, e Teresina, que convocou 2.892 profissionais para atuar na capital.
4- Em seu site, o Ministério da Saúde informa que gestantes não devem usar medicamentos não prescritos pelo profissionais de saúde, que devem fazer pré-natal qualificado, assim como todos os exames previstos nesta fase. Também sugere que grávidas usem repelentes e vistam roupas longas. Nenhuma das 12 cidades que retornaram às consultas de P. e B. deram informações nessas direções.
5- Ainda em seu site, o ministério indica que quem tem febre, coceira, dor de cabeça, dor atrás dos olhos, dor no corpo e nas juntas e manchas vermelhas pelo corpo deve ir “imediatamente a uma unidade de saúde do SUS”. O mesmo senso de urgência só foi informado a P. por uma prefeitura (a de Maceió) e à B. por duas: Goiânia e Rio de Janeiro.
6- O Ministério também sugere que se evite o acúmulo de água parada em casa ou no trabalho. Apenas a Prefeitura de São Luís deu essa instrução.
O monitoramento da Lupa foi feito entre às 17h30 do dia 1 e às 10h30 do dia 4 de dezembro. As cidades alvo de checagem foram: Recife, João Pessoa, Natal, Aracaju, Maceió, Salvador, Teresina, São Luís, Palmas, Goiânia, Campo Grande, Fortaleza, Rio de Janeiro e o Distrito Federal.","Nas 14 cidades que enfrentam epidemia de microcefalia (má-formação congênita ligada ao vírus zika), o principal encaminhamento dado pelas autoridades …",,"2016-02-04T15:25:43-03:00","","2015-12-07T15:22:03-03:00","07.12.2015 |
									 15H12 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/12/14-ZIKA-FOTO-ebc-320x372.jpeg","Zika: qual a indicação das redes sociais das capitais?","2016-02-04T15:25:43-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/11/26/teve-black-friday/","por Juliana Dal Piva, Raphael Kapa, Cristina Tardáguila","Acompanhamos a evolução dos preços de 10 produtos, em quatro lojas virtuais, ao longo dos últimos meses. Hoje, em parceria com o site Reclame Aqui, comparamos esses valores aos que estão sendo praticados na ‪Black Friday‬. 
Veja abaixo a lista parcial das “promoções” que identificamos como FALSAS.
1) X-Box + Kinect, no site da Saraiva: alta de 11% em relação a preço praticado no dia 14 de novembro.

2) Notebook Samsung Ativ Book 2, no site da Saraiva: alta de 15% em relação a 23 de agosto.
3) Ipad Mini 16Gb, no site Submarino: alta de 70% com relação a preço constatado em 22 de setembro.
4) Smart TV LED 40, no site Americanas.com: alta de 22% em relação a preço de março.
Agora é a vez das promoções VERDADEIRAS que identificamos nesta Black Friday.
1) Celular Samsung Galaxy Gran Prime Duos, no site da Saraiva: queda de 21% com relação ao menor preço monitorado.
2) Iphone 5S, no site da Fastshop: queda de 13% frente aos valores compilados.

3) Smartphone Microsoft Lumia 535: queda de 40% em relação ao menor preço observado.
Nesta Black Friday,  identificamos junto com o site Reclame Aqui produtos que realmente tiveram preços reduzidos, mas com descontos de menos de 10%. Neles, aplicamos a etiqueta VERDADEIRO, MAS. Veja abaixo a lista:
1) Lava e seca 10 kg Samsung Sniper Eco Bubble, no site da Fastshop: preço caiu 5,8%.
2) Lavadora de roupas 14kg Panasonic Branca, no site da Fastshop: redução de preço foi de 7,6%.

3) Berço Confort com Duas Alturas e Mosquiteiro, no site Submarino: o preço caiu 10%.
Lembrando: ao longo dos últimos meses, acompanhamos a evolução dos preços de 10 produtos em quatro lojas virtuais. Hoje, em parceria com o site Reclame Aqui, comparamos esses valores aos que estão sendo praticados durante a Black Friday.","Acompanhamos a evolução dos preços de 10 produtos, em quatro lojas virtuais, ao longo dos últimos meses. Hoje, em parceria …",,"2016-02-12T13:04:45-03:00","","2015-11-26T20:43:38-03:00","26.11.2015 |
									 20H11 |
									Black Friday","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/11/for-sale-1582326-1279x703-320x420.jpg","Teve Black Friday?","2016-02-12T13:04:45-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/12/15/ranking-paulista-do-reajuste-escolar-2016/","por Juliana Dal Piva, Raphael Kapa, Cristina Tardáguila","Não foram apenas os colégios cariocas que reajustaram mensalidades acima da inflação. Em São Paulo, 12 das 20 escolas mais bem colocadas no último Enem aumentaram o valor de suas mensalidades do 3º ano do Ensino Médio usando índices que superam tanto a inflação observada no Brasil nos últimos 12 meses quanto a da própria capital paulista no mesmo período. As taxas de reajuste adotadas por essas escolas ainda ultrapassaram o IPCA da Educação de São Paulo. Todos esses índices são produzidos e divulgados pelo IBGE.

O IPCA do Brasil nos últimos 12 meses foi de 10,48%. O da região metropolitana de São Paulo, de 10,87%. Já o IPCA Educação de SP ficou em 9,82%.
O Vital Brazil foi o colégio que teve o maior reajuste: 14,9%. No último ranking do Enem, ele obteve a 9ª melhor nota da capital. Em 2016, passará a cobrar R$ 2.028,00 dos alunos do 3º ano do Ensino Médio.
O segundo maior reajuste foi verificado no Albert Sabin: 14,89%. No ano que vem, a escola cobrará R$ 2.391,00 daqueles que cursarem o último ano.
No terceiro lugar do ranking dos maiores reajustes, está o Agostiniano Mendel com 13,37% de alta. Alunos do 3º ano do Ensino Médio pagarão R$ 1.695,00 em 2016.
Segundo levantamento feito pela Lupa nos últimos dias, apenas o Santa Cruz teve reajuste inferior à taxa de inflação do país e da região metropolitana de SP nos últimos doze meses. O índice supera, no entanto, o IPCA da Educação de SP. A escola aplicou uma taxa de 10,06% e, em 2016, cobrará R$ 3.610,00.
Não responderam aos questionamentos da agência: Vertice Colégio Unidade II, Palmares EFM, São Paulo Etec, Augusto Laranja Unidade I, Porto Seguro Visconde, São Luis EIFM e Santa Maria.
RANKING DAS ESCOLAS COM MAIOR REAJUSTE:
1. Vital Brazil : reajuste de 14,9% – R$ 2.028,00
2. Albert Sabin: reajuste de 14,89% – R$ 2.391,00
3. Agostiniano Mendel: reajuste de 13,37% – R$ 1.695,00
4. Santo Américo: reajuste de 13% – R$ 4.197,00
5. Mobile: reajuste de 12,39% – R$ 3.400,00
6. Etapa: reajuste de 11,91% – R$ 3.260,00
7. Objetivo: reajuste de 11,9% – R$ 2.667,09
8. Magno: reajuste de 11,46% – R$ 2.673,00
9. Pueri Domus (Verbo Divino): reajuste de 11,3% – R$ 3.271,70
10. Bandeirantes: reajuste de 11% – R$ 3.380,00
11. Liceu de Artes e Ofícios: reajuste de 11% – R$ 2.017,50
12. Miguel de Cervantes: reajuste de 10,98% – R$ 3.596,00
13. Santa Cruz: reajuste de 10,06% – R$ 3.610,00

A Lupa também conferiu a variação das mensalidades nas melhores escolas do Rio.","Não foram apenas os colégios cariocas que reajustaram mensalidades acima da inflação. Em São Paulo, 12 das 20 escolas mais …",,"2016-02-12T17:24:05-03:00","","2015-12-15T16:26:36-03:00","15.12.2015 |
									 16H12 |
									Cidades","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/12/vitalbrazil-320x420.jpg","Ranking paulista do reajuste escolar 2016","2016-02-12T17:24:05-03:00"
"http://piaui.folha.uol.com.br/lupa/2015/12/14/ranking-carioca-do-reajuste-escolar-2016/","por Juliana Dal Piva, Raphael Kapa, Cristina Tardáguila","Das 20 escolas cariocas com melhores notas no Enem, 14 reajustaram suas mensalidades para o 3º ano do Ensino Médio aplicando índices que superam não só a inflação geral do país nos últimos 12 meses como também a constatada na região metropolitana do Rio de Janeiro nesse mesmo período. As taxas de reajuste adotadas por essas escolas também ultrapassaram o IPCA da Educação. Todos esses índices são produzidos pelo IBGE.
O IPCA do Brasil nos últimos 12 meses foi de 10,48%. O IPCA da região metropolitana do Rio de Janeiro, de 10,68%. Já o IPCA Educação do Rio ficou em 9,23%.

O colégio Pensi, na Tijuca, que ocupa o primeiro lugar no último ranking do Enem, foi o que teve maior reajuste: 15,3%. Em 2016, passará a cobrar R$ 1.500,00 dos alunos do 3º ano do Ensino Médio.
O segundo maior reajuste observado foi o do colégio Franco Brasileiro: 14,3%. No ano que vem, a escola cobrará R$ 2.717,00 daqueles que cursarem o último ano.
O Colégio São Bento ficou em terceiro lugar no ranking dos maiores reajustes, com 14,2% de alta. Alunos do 3º ano do Ensino Médio pagarão R$ 3.339,93 em 2016.
Segundo levantamento feito pela Lupa nos últimos dias, apenas o Colégio Cruzeiro, no Centro do Rio, teve reajuste inferior às taxas de inflação divulgadas pelo IBGE. A escola aumentou em 5% sua mensalidade. Em 2016, cobrará R$ 3.218,00.
Não responderam à agência as escolas Sistema Elite de Ensino, Colégio Bahiense, Eliezer Steinbarg Max, Colégio de A a Z e Colégio PH. Os alunos da Escola Sesc Ensino Médio não pagam mensalidade por conta de apoio recebido do setor de comércio.
O reajuste  salarial dos professores na capital fluminense neste ano foi de 8,5% entre abril e outubro e de 9% a partir disso.
RANKING DAS ESCOLAS COM MAIOR REAJUSTE:
1. Pensi (Tijuca): reajuste de 15,3% – R$ 1.500,00
2. Franco Brasileiro: reajuste de 14,3% – R$ 2.717,00
3. São Bento: reajuste de 14,2% – R$ 3.339,93
4. Andrews: reajuste de 13,2% – R$ 2.668,00
5. Pensi (Vila da Penha): reajuste de 13% – R$ 1.300,00
6. Santo Agostinho: reajuste de 12,9% – R$ 2.886,17
7. Escola Parque (Barra): reajuste de 12,9% – R$
3.265,21
8. Santo Agostinho (N. Leblon): reajuste de 12,5% – R$ 2.886,17
9. C. Educ. Ensino Integrado: reajuste de 12% – R$ 2.742,27
10. Cruzeiro (Jacarepaguá): reajuste de 11,9% – R$ 2.865,00
11. São Vicente de Paulo: reajuste de 11,7% – R$ 2.503,06
12. Santo Inácio: reajuste de 11,3% – R$ 2.650,00
13. CEMP Ensino Médio: reajuste de 11,1% – R$ 1.756,55
14. Cruzeiro (Centro): reajuste de 5,4% – R$ 3.218,00


A Lupa também conferiu a variação das mensalidades nas melhores escolas de São Paulo.","Das 20 escolas cariocas com melhores notas no Enem, 14 reajustaram suas mensalidades para o 3º ano do Ensino Médio …",,"2016-02-12T17:26:24-03:00","","2015-12-14T16:47:42-03:00","14.12.2015 |
									 16H12 |
									Cidades","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2015/12/Icarai1_1-320x420.jpg","Confira ranking carioca do reajuste escolar 2016","2016-02-12T17:26:24-03:00"
"http://piaui.folha.uol.com.br/lupa/2016/01/18/na-patria-educadora-826-mil-matriculas-a-menos-no-ensino-basico-em-2015/","por Raphael Kapa","No discurso que a presidente Dilma Rousseff fez no Congresso no dia 1º de janeiro de 2015, ela defendeu o lema “Pátria Educadora”: “Democratizar o conhecimento significa universalizar o acesso a um ensino de qualidade em todos os níveis, da creche à pós-graduação (…) Vamos continuar expandindo o acesso às creches e pré-escolas”.


Nesta segunda-feira, o Ministério da Educação publicou o Censo Escolar de 2015.
Na comparação com os dados do ano anterior, conclui-se que somente uma das fases citadas pela presidente efetivamente teve aumento no número de matrículas nos dois últimos anos: as creches. Caíram as matrículas na pré-escola, nos anos iniciais e finais do Ensino Fundamental e no Ensino Médio.
Em 2014, no Ensino Básico Regular das escolas públicas, havia um total de 35,97 milhões de matrículas. No ano passado, foram 35,14 milhões – 826 mil a menos. A queda foi, portanto, de 2,3%. Veja abaixo o detalhamento:
CRECHES
Em 2014: 1,82 milhão de matrículas.
No ano passado: 1,92 milhão (5,7% a mais).
PRÉ-ESCOLA
Em 2014: 3,67 milhões.
No ano passado: 3,65 milhões (0,5% a menos).
ANOS INICIAIS DO ENSINO FUNDAMENTAL
Em 2014: 12,69 milhões.
No ano passado: 12,41 milhões (2,2% a menos).
ANO FINAIS DO ENSINO FUNDAMENTAL
Em 2014: 10,7 milhões.
No ano passado: 10,3 milhões (3,8% a menos)
ENSINO MÉDIO
Em 2014: 7 milhões.
No ano passado: 6,8 milhões (3,1% a menos)
Mas essa queda tem alguma relação com mudanças nos índices demográficos do Brasil?
Comparando dados do IBGE e do MEC e levando em consideração a idade correta para cursar cada série, vimos que:
1- Nos anos finais do Ensino Fundamental e no Ensino Médio, as matrículas caem num ritmo maior do que a taxa de natalidade.
2- No Ensino Infantil e nos anos inicias do Ensino Fundamental, é o contrário. A natalidade cai numa taxa maior do que o número de matrículas.
Mas, para analisar as razões da queda geral de matrículas que identificamos, muitos outros critérios podem ser observados, entre eles a repetência.","No discurso que a presidente Dilma Rousseff fez no Congresso no dia 1º de janeiro de 2015, ela defendeu o …",,"2016-02-16T18:27:23-03:00","","2016-01-18T18:04:52-03:00","18.01.2016 |
									 18H01 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2016/01/RS_Dilma_Defesa_Agropecuaria_Foto_Roberto_Stuckert_Filho2-e1430933823334-320x420.jpg","Na ‘Pátria Educadora’, 826 mil matrículas a menos","2016-02-16T18:27:23-03:00"
"http://piaui.folha.uol.com.br/lupa/2016/01/27/dilma-erra-ao-falar-de-aedes-aegypti/","por Cristina Tardáguila","Ontem (26 de janeiro), em Quito, a presidente Dilma Rousseff reuniu-se com o presidente equatoriano, Rafael Correa, e, ao anunciar que o Brasil iniciará “um verdadeiro combate ao vírus da zyka”, falou sobre o aedes aegypti, mosquito que transmite a doença. No intuito de dar uma dimensão do grande desafio que o Brasil tem pela frente, Dilma afirmou que: “A fêmea põe 400 ovos”.


Segundo informações disponíveis no site do Instituto Oswaldo Cruz e confirmados nesta terça-feira pela assessoria de imprensa da entidade, “uma fêmea pode dar origem a 1.500 mosquitos durante a sua vida”. Esta cifra é quase quatro vezes maior do que a citada pela presidente em Quito.
Ainda segundo o instituto, o aedes aegypti fêmea põe “cerca de 100 ovos por vez, a cada três ou quatro dias”.
Tendo em vista que o dado citado por Dilma é de difícil apuração, a Lupa procurou ainda a Organização Pan-americana de Saúde, entidade que integra a Organização Mundial de Saúde (OMS) da ONU. A entidade referendou todos os dados fornecidos pelo Instituto Oswaldo Cruz.
Por fim, a agência localizou no site do governo federal a mesma informação. O Portal Brasil relata que o mosquito põe 1.500 ovos e que eles sobrevivem por 400 dias.","Ontem (26 de janeiro), em Quito, a presidente Dilma Rousseff reuniu-se com o presidente equatoriano, Rafael Correa, e, ao anunciar …",,"2016-02-16T18:28:50-03:00","","2016-01-27T14:12:46-03:00","27.01.2016 |
									 14H01 |
									País","http://d3vb7h9zygb7zj.cloudfront.net/wp-content/uploads/2016/01/Dilma-Quito-1-320x420.jpg","Dilma erra ao falar de aedes aegypti","2016-02-16T18:28:50-03:00"
